Index	Loss
723	1.756389
724	1.617458
725	1.843107
726	2.099740
727	1.970163
728	1.741752
729	1.733155
730	1.387229
731	1.665082
732	1.829669
733	2.047184
734	1.594455
735	1.910825
736	1.588086
737	1.740780
738	1.819614
739	1.535364
740	1.436394
741	1.823525
742	1.515456
743	1.756774
744	1.956963
745	1.809137
746	2.480382
747	1.946203
748	1.403902
749	1.581412
750	2.061526
751	1.440524
752	1.755531
753	2.141540
754	1.680641
755	1.614128
756	2.165878
757	1.505477
758	1.714810
759	2.048279
760	1.918966
761	1.988583
762	1.528673
763	1.986033
764	1.762618
765	1.807955
766	1.525296
767	1.472837
768	2.220668
769	1.779728
770	1.782234
771	1.857790
772	1.296879
773	2.105285
774	1.981418
775	1.675333
776	1.878304
777	1.810934
778	1.459129
779	1.674690
780	1.567374
781	1.573150
782	2.106750
783	1.583012
784	1.495589
785	1.515191
786	1.818979
787	2.095996
788	1.602009
789	1.792590
790	1.859055
791	1.506274
792	1.796606
793	2.050485
794	1.522149
795	1.429285
796	2.116015
797	1.651621
798	2.050674
799	1.877394
800	1.608533
801	1.918587
802	1.563497
803	1.670885
804	2.141263
805	1.673492
806	1.677428
807	1.660801
808	1.308523
809	1.575062
810	1.713279
811	2.133798
812	1.654447
813	1.608077
814	1.704476
815	2.020789
816	1.251195
817	1.639464
818	1.556230
819	2.197552
820	1.682839
821	1.547025
822	2.007364
823	1.779547
824	2.008416
825	1.248829
826	2.167497
827	1.462786
828	2.099390
829	1.582815
830	1.706673
831	1.695510
832	1.599756
833	1.488580
834	1.628718
835	2.215208
836	1.599058
837	2.120393
838	1.989008
839	1.728875
840	1.488326
841	1.622585
842	2.170460
843	1.733465
844	1.752853
845	1.652589
846	1.914078
847	1.482810
848	1.564677
849	1.471273
850	1.748985
851	1.812375
852	1.871428
853	1.563499
854	2.124196
855	1.660023
856	1.669815
857	1.952712
858	1.412842
859	1.805669
860	1.509092
861	1.834219
862	1.863358
863	1.447133
864	1.498692
865	1.739648
866	1.839245
867	1.461912
868	1.636754
869	1.764982
870	1.424437
871	2.034497
872	2.244956
873	1.572912
874	1.561942
875	1.870235
876	1.824212
877	1.647049
878	1.512971
879	2.000183
880	1.663971
881	1.167879
882	1.578800
883	1.742489
884	2.072471
885	1.443517
886	1.959454
887	1.794215
888	1.981954
889	1.494929
890	1.452886
891	1.752305
892	1.935509
893	1.769239
894	1.702811
895	1.809035
896	1.644221
897	1.869074
898	1.824632
899	1.511122
900	2.141776
901	1.604947
902	1.600503
903	1.571676
904	1.452854
905	1.626798
906	1.681060
907	2.091752
908	1.631136
909	1.665960
910	1.669884
911	1.801731
912	1.577509
913	1.272470
914	1.748021
915	2.022575
916	1.901344
917	1.562856
918	1.450746
919	2.138427
920	1.641370
921	1.433017
922	2.089463
923	1.734242
924	2.036152
925	1.930392
926	1.986262
927	1.593251
928	1.776823
929	1.438205
930	1.737747
931	1.927644
932	1.990696
933	1.637469
934	1.796488
935	1.501916
936	2.301385
937	1.740520
938	1.571381
939	1.620878
940	1.886851
941	1.695848
942	1.725002
943	2.066521
944	1.686882
945	1.690040
946	1.427716
947	1.820595
948	1.712926
949	2.048757
950	1.831323
951	2.121571
952	2.001393
953	1.916594
954	1.350842
955	1.397969
956	2.034850
957	1.540962
958	1.901170
959	1.505438
960	1.680865
961	1.571969
962	1.861634
963	1.753692
964	2.023883
965	1.834069
966	1.682888
967	1.595942
968	2.086518
969	1.583365
970	1.996757
971	1.668906
972	1.723626
973	1.889154
974	1.678174
975	1.449857
976	1.568925
977	2.075396
978	1.612034
979	1.803453
980	1.820809
981	2.125226
982	1.980781
983	2.169903
984	1.964059
985	1.701652
986	1.319773
987	2.035509
988	1.855687
989	1.405030
990	1.663408
991	1.454393
992	1.745372
993	1.728738
994	2.119103
995	1.491951
996	1.679897
997	1.650979
998	1.602984
999	1.731617
1000	1.975277
1001	1.877390
1002	1.672909
1003	2.184634
1004	1.945537
1005	1.742047
1006	1.947518
1007	2.202093
1008	1.616072
1009	1.373200
1010	1.545837
1011	1.742149
1012	1.663818
1013	1.802623
1014	1.385049
1015	1.939574
1016	2.409433
1017	2.005049
1018	1.692183
1019	2.209779
1020	1.614900
1021	1.609289
1022	1.883078
1023	1.938758
1024	1.885878
1025	1.776967
1026	1.782882
1027	1.477055
1028	1.275744
1029	1.657671
1030	1.649642
1031	1.430518
1032	1.547408
1033	1.634911
1034	1.832817
1035	1.451182
1036	1.805338
1037	1.773098
1038	1.564284
1039	1.729160
1040	1.508949
1041	1.406851
1042	1.528465
1043	1.421616
1044	1.384751
1045	1.658350
1046	1.701339
1047	1.848009
1048	2.031893
1049	1.991266
1050	1.514019
1051	1.943817
1052	1.658826
1053	1.418318
1054	1.824456
1055	1.761181
1056	1.669691
1057	1.791720
1058	1.354732
1059	1.754441
1060	1.697577
1061	1.764055
1062	1.599042
1063	1.553564
1064	1.737506
1065	1.943620
1066	1.468191
1067	1.928741
1068	1.391538
1069	1.581423
1070	1.389696
1071	1.964904
1072	1.780494
1073	1.665887
1074	1.634925
1075	1.976798
1076	1.762245
1077	1.842296
1078	1.789481
1079	1.487642
1080	1.588344
1081	1.472420
1082	1.990612
1083	1.500859
1084	1.934310
1085	1.756753
1086	2.140147
1087	1.688358
1088	1.424910
1089	1.617935
1090	1.575923
1091	1.883111
1092	1.692350
1093	1.803458
1094	1.903131
1095	1.960714
1096	1.629049
1097	2.023210
1098	1.544711
1099	1.841686
1100	1.577599
1101	1.945192
1102	1.877804
1103	1.523943
1104	1.750927
1105	1.961212
1106	1.469978
1107	1.605751
1108	1.906957
1109	1.760782
1110	1.490513
1111	2.038062
1112	1.738800
1113	1.705143
1114	1.610385
1115	1.854868
1116	1.566397
1117	1.385923
1118	1.878004
1119	1.844924
1120	1.840181
1121	1.479059
1122	2.255035
1123	1.919150
1124	2.012606
1125	1.859930
1126	1.897358
1127	1.578165
1128	2.090001
1129	1.823912
1130	1.821026
1131	2.064182
1132	2.138072
1133	2.107537
1134	1.925769
1135	1.419604
1136	2.042693
1137	1.875495
1138	1.484545
1139	1.501922
1140	2.312423
1141	2.221555
1142	1.415805
1143	1.759147
1144	1.414783
1145	1.742005
1146	1.552270
1147	1.621258
1148	1.730098
1149	1.574168
1150	1.526050
1151	1.712209
1152	2.192016
1153	1.732844
1154	1.342930
1155	1.552225
1156	1.977281
1157	1.649643
1158	1.445319
1159	1.645085
1160	1.787055
1161	2.047276
1162	1.760842
1163	1.550293
1164	1.505608
1165	1.767932
1166	1.546413
1167	1.740937
1168	1.464517
1169	1.548009
1170	1.535619
1171	1.639296
1172	1.499130
1173	1.510115
1174	1.351471
1175	1.743485
1176	1.393317
1177	2.110408
1178	1.332998
1179	1.733968
1180	1.787337
1181	1.667904
1182	1.737888
1183	1.710009
1184	1.809460
1185	1.725459
1186	1.998797
1187	1.911462
1188	2.116559
1189	1.362659
1190	1.771195
1191	1.579798
1192	1.464954
1193	1.613599
1194	1.740857
1195	1.619685
1196	1.645649
1197	1.730631
1198	1.847729
1199	1.451992
1200	1.867863
1201	1.575666
1202	1.708586
1203	1.578342
1204	2.008215
1205	1.692862
1206	1.766015
1207	1.575554
1208	1.760238
1209	1.872788
1210	2.016024
1211	1.928058
1212	1.651886
1213	1.533979
1214	1.970984
1215	1.824864
1216	1.723084
1217	2.083485
1218	2.386877
1219	1.824785
1220	1.608499
1221	2.095968
1222	1.596568
1223	1.660712
1224	1.990469
1225	1.578344
1226	1.519794
1227	1.583456
1228	1.841755
1229	1.578258
1230	1.548767
1231	1.739914
1232	1.437260
1233	2.008182
1234	1.729857
1235	1.574168
1236	1.677575
1237	1.519812
1238	1.941317
1239	1.752506
1240	1.495211
1241	2.055658
1242	2.097528
1243	1.584800
1244	2.136180
1245	1.469514
1246	1.883169
1247	1.860763
1248	1.605025
1249	1.434966
1250	1.758504
1251	1.872343
1252	1.898490
1253	2.039665
1254	1.550311
1255	1.971569
1256	2.080395
1257	1.475402
1258	1.725210
1259	1.601148
1260	2.124683
1261	1.491091
1262	1.799888
1263	1.485771
1264	1.866304
1265	1.732588
1266	1.499393
1267	2.134726
1268	1.472536
1269	1.485945
1270	1.460276
1271	1.282207
1272	1.629050
1273	1.649995
1274	1.699962
1275	1.835695
1276	1.915198
1277	1.506962
1278	1.638339
1279	1.909156
1280	1.959917
1281	1.574261
1282	1.289197
1283	2.013050
1284	1.955661
1285	1.635220
1286	2.246305
1287	1.978732
1288	1.544235
1289	2.056363
1290	1.946080
1291	2.022731
1292	1.523741
1293	1.427926
1294	1.807751
1295	2.066349
1296	1.236905
1297	1.897546
1298	1.743619
1299	1.455513
1300	1.904424
1301	1.485094
1302	1.482968
1303	2.178616
1304	1.796375
1305	1.723478
1306	1.547807
1307	1.807609
1308	1.632746
1309	1.877900
1310	1.522741
1311	2.064394
1312	1.781947
1313	1.872953
1314	2.074549
1315	2.167173
1316	1.847591
1317	1.500179
1318	2.067543
1319	1.718587
1320	1.616693
1321	1.740509
1322	1.673396
1323	1.630785
1324	2.024366
1325	1.485642
1326	1.585193
1327	1.566713
1328	1.507780
1329	1.573030
1330	1.504555
1331	1.880484
1332	1.528219
1333	1.733258
1334	2.045054
1335	1.427719
1336	1.751938
1337	1.957337
1338	1.932313
1339	1.821697
1340	1.862049
1341	1.647934
1342	1.543558
1343	2.213454
1344	1.808618
1345	1.796768
1346	1.650303
1347	1.733683
1348	1.511995
1349	1.591267
1350	1.743300
1351	1.862250
1352	2.034219
1353	1.356944
1354	2.013240
1355	1.470133
1356	1.898553
1357	1.572182
1358	1.613243
1359	1.611452
1360	1.587115
1361	1.376421
1362	1.474019
1363	1.667899
1364	1.728718
1365	1.674295
1366	1.995922
1367	2.185896
1368	2.023041
1369	1.618318
1370	1.819365
1371	1.610179
1372	1.845199
1373	1.798970
1374	1.749871
1375	1.968291
1376	1.849148
1377	1.484467
1378	1.882265
1379	1.539680
1380	1.962415
1381	2.004971
1382	1.847741
1383	2.112496
1384	1.954417
1385	1.475407
1386	1.700802
1387	1.723687
1388	1.611063
1389	1.622465
1390	1.980763
1391	1.742646
1392	1.925923
1393	1.981460
1394	2.093026
1395	1.918355
1396	1.878839
1397	1.807624
1398	1.600117
1399	1.804852
1400	1.513578
1401	1.759820
1402	1.745805
1403	1.255809
1404	1.632650
1405	1.818662
1406	1.591079
1407	1.577431
1408	1.720748
1409	2.111606
1410	2.202737
1411	1.595639
1412	1.800249
1413	1.841793
1414	2.110902
1415	1.642064
1416	1.732751
1417	1.611478
1418	2.097231
1419	1.806059
1420	2.142034
1421	2.020934
1422	1.914266
1423	1.788266
1424	1.961311
1425	2.157131
1426	1.585729
1427	1.743281
1428	1.951626
1429	1.671388
1430	1.398095
1431	1.911979
1432	1.300883
1433	1.487116
1434	1.709438
1435	1.684595
1436	1.608357
1437	1.846928
1438	1.916315
1439	1.463939
1440	1.699978
1441	1.735458
1442	1.419509
1443	1.658614
1444	1.648317
1445	1.880080
1446	1.671089
1447	1.568111
1448	1.419201
1449	1.907036
1450	1.927659
1451	1.573480
1452	1.583664
1453	1.400565
1454	1.668631
1455	1.876970
1456	1.336187
1457	1.930606
1458	1.878521
1459	1.767539
1460	1.291747
1461	1.665717
1462	1.706251
1463	2.173520
1464	1.548694
1465	1.947890
1466	1.583249
1467	1.474403
1468	1.751334
1469	1.707725
1470	1.851889
1471	1.828357
1472	1.446482
1473	1.504384
1474	1.187899
1475	1.888335
1476	1.593401
1477	1.761553
1478	1.418064
1479	1.407523
1480	1.638867
1481	2.011806
1482	2.022062
1483	1.764503
1484	1.921776
1485	1.445228
1486	1.533890
1487	1.564037
1488	1.756120
1489	1.621978
1490	1.853121
1491	2.254243
1492	1.577910
1493	1.509525
1494	1.179895
1495	1.739562
1496	1.552114
1497	1.687477
1498	1.550523
1499	1.801292
1500	1.796474
1501	2.001197
1502	1.536649
1503	1.639982
1504	2.050554
1505	2.001617
1506	1.665835
1507	1.555883
1508	1.680527
1509	1.895816
1510	1.700443
1511	2.112267
1512	2.045334
1513	1.628395
1514	1.520316
1515	1.807496
1516	2.060595
1517	1.474689
1518	1.694124
1519	1.772535
1520	1.550568
1521	1.420562
1522	1.624573
1523	2.148627
1524	1.486355
1525	1.795303
1526	1.558161
1527	2.193157
1528	1.416560
1529	2.068520
1530	1.793943
1531	1.899857
1532	1.634313
1533	1.246454
1534	1.503155
1535	1.372796
1536	2.315811
1537	1.828315
1538	1.425218
1539	1.506613
1540	2.091892
1541	1.471312
1542	1.475898
1543	1.787253
1544	1.742604
1545	1.847813
1546	1.693805
1547	1.692422
1548	2.126818
1549	1.543190
1550	1.879928
1551	1.920310
1552	1.295396
1553	1.313796
1554	1.840347
1555	1.729027
1556	1.549952
1557	1.688232
1558	1.718175
1559	1.737000
1560	1.976397
1561	1.480314
1562	1.670992
1563	1.394729
1564	1.449839
1565	1.236913
1566	1.603675
1567	2.266030
1568	2.004198
1569	1.411597
1570	1.459772
1571	1.540856
1572	2.220125
1573	1.337865
1574	1.657121
1575	1.848191
1576	1.723891
1577	2.048735
1578	1.875354
1579	2.276891
1580	1.635139
1581	1.752841
1582	1.829741
1583	2.094445
1584	1.679955
1585	2.078336
1586	2.482692
1587	1.688509
1588	1.725662
1589	1.361671
1590	1.695570
1591	2.216911
1592	1.297559
1593	1.407382
1594	1.677441
1595	1.951658
1596	1.617598
1597	1.771864
1598	1.566120
1599	1.635298
1600	1.909733
1601	1.609318
1602	1.663331
1603	1.982944
1604	1.833027
1605	1.531808
1606	2.088760
1607	2.070071
1608	1.553785
1609	1.706319
1610	1.687997
1611	1.801437
1612	1.927313
1613	1.618693
1614	2.064210
1615	1.786813
1616	1.623895
1617	2.048330
1618	1.672085
1619	1.856802
1620	1.710229
1621	1.697085
1622	1.399865
1623	1.776867
1624	1.881610
1625	1.687726
1626	1.757407
1627	1.954549
1628	1.828876
1629	1.724960
1630	1.373892
1631	1.491589
1632	1.943748
1633	1.714544
1634	1.735287
1635	1.949862
1636	2.132409
1637	1.952898
1638	1.472442
1639	1.932451
1640	1.253933
1641	1.698735
1642	1.631188
1643	1.695373
1644	2.052223
1645	1.939318
1646	1.547588
1647	1.566838
1648	1.900865
1649	1.731143
1650	1.522417
1651	1.485324
1652	2.050903
1653	1.678735
1654	1.536960
1655	1.509757
1656	1.522965
1657	1.743646
1658	1.657306
1659	1.814512
1660	1.425065
1661	1.741915
1662	1.858834
1663	1.789485
1664	1.664325
1665	1.503337
1666	1.563666
1667	1.995709
1668	2.095253
1669	1.668945
1670	1.796252
1671	1.432370
1672	1.534442
1673	1.610005
1674	1.697098
1675	2.219259
1676	1.952621
1677	1.440650
1678	1.867477
1679	1.616280
1680	1.633267
1681	2.066084
1682	1.486333
1683	1.970545
1684	1.961137
1685	1.541677
1686	1.835678
1687	1.654609
1688	1.781796
1689	1.844874
1690	1.662785
1691	1.638089
1692	2.032861
1693	1.581050
1694	1.744425
1695	1.950681
1696	2.082672
1697	1.616698
1698	1.364837
1699	1.737663
1700	1.520717
1701	1.759925
1702	1.457898
1703	1.918632
1704	1.713232
1705	1.889081
1706	1.877760
1707	1.679549
1708	1.370039
1709	1.678456
1710	1.805857
1711	1.540470
1712	1.805768
1713	1.976459
1714	1.465039
1715	1.485321
1716	2.110811
1717	1.552151
1718	1.670555
1719	1.586245
1720	2.004900
1721	1.841611
1722	2.018642
1723	1.826765
1724	1.869402
1725	1.740685
1726	1.635104
1727	2.102309
1728	1.957381
1729	1.761544
1730	1.509143
1731	1.770741
1732	1.904126
1733	1.253612
1734	1.753505
1735	2.145938
1736	1.498283
1737	1.800928
1738	2.126093
1739	1.757998
1740	1.460433
1741	1.426885
1742	1.574696
1743	1.545687
1744	1.466713
1745	1.446572
1746	1.784167
1747	1.948921
1748	1.599984
1749	1.658305
1750	1.652718
1751	1.542847
1752	1.437320
1753	2.142838
1754	1.677561
1755	2.113195
1756	2.198294
1757	1.676217
1758	1.231764
1759	1.892626
1760	1.967099
1761	1.910433
1762	1.966203
1763	1.839963
1764	1.482245
1765	1.529613
1766	1.570863
1767	1.541008
1768	1.490801
1769	2.062095
1770	1.980836
1771	1.360585
1772	1.697553
1773	2.145323
1774	1.757998
1775	1.402725
1776	1.858824
1777	1.687314
1778	1.651823
1779	1.527446
1780	1.743340
1781	1.755295
1782	1.410914
1783	1.432427
1784	1.636916
1785	1.881820
1786	1.891429
1787	1.601580
1788	1.735328
1789	2.217778
1790	1.797100
1791	1.379382
1792	1.498018
1793	1.834702
1794	1.745299
1795	2.004291
1796	1.779969
1797	1.494846
1798	1.564452
1799	1.402647
1800	1.741410
1801	1.808673
1802	1.989038
1803	1.730940
1804	1.501825
1805	1.481351
1806	1.666324
1807	2.006454
1808	1.494052
1809	1.921969
1810	1.447224
1811	1.635635
1812	1.523499
1813	2.004944
1814	1.513830
1815	1.984486
1816	1.768818
1817	1.707889
1818	2.083890
1819	1.773053
1820	1.692665
1821	1.287126
1822	1.901310
1823	1.288223
1824	1.600563
1825	1.380669
1826	1.508288
1827	1.770398
1828	2.152366
1829	1.991480
1830	1.513861
1831	2.107925
1832	1.795931
1833	1.904580
1834	1.933509
1835	1.704287
1836	1.513140
1837	2.117651
1838	1.475430
1839	1.701150
1840	2.012970
1841	1.399359
1842	1.733355
1843	1.731497
1844	1.872110
1845	2.159217
1846	1.760420
1847	1.659618
1848	2.004634
1849	1.842369
1850	2.113168
1851	1.369560
1852	1.838394
1853	1.367577
1854	1.472822
1855	1.548296
1856	1.839903
1857	1.478250
1858	1.939703
1859	1.564377
1860	1.565455
1861	1.530965
1862	1.947736
1863	1.646873
1864	1.721959
1865	1.547802
1866	2.035555
1867	2.025021
1868	1.249397
1869	1.763052
1870	1.539830
1871	1.656283
