Index	Loss
989	1.431868
990	1.595577
991	1.486670
992	1.640866
993	1.657191
994	1.988501
995	1.429034
996	1.584051
997	1.597803
998	1.566891
999	1.688955
1000	1.799940
1001	1.785777
1002	1.601929
1003	2.026040
1004	1.779310
1005	1.605793
1006	1.781437
1007	2.033834
1008	1.573276
1009	1.401771
1010	1.545622
1011	1.675727
1012	1.620555
1013	1.691889
1014	1.347873
1015	1.811280
1016	2.263632
1017	1.866730
1018	1.624635
1019	2.078552
1020	1.565608
1021	1.598226
1022	1.807586
1023	1.804005
1024	1.786886
1025	1.686773
1026	1.725093
1027	1.426638
1028	1.341584
1029	1.589859
1030	1.556838
1031	1.439700
1032	1.542431
1033	1.536742
1034	1.733894
1035	1.419101
1036	1.734283
1037	1.691677
1038	1.505603
1039	1.668085
1040	1.528184
1041	1.429197
1042	1.494869
1043	1.353711
1044	1.353155
1045	1.601472
1046	1.641723
1047	1.785375
1048	1.894693
1049	1.793179
1050	1.467806
1051	1.801749
1052	1.657886
1053	1.396127
1054	1.761309
1055	1.720565
1056	1.593996
1057	1.707533
1058	1.337390
1059	1.674104
1060	1.567975
1061	1.635235
1062	1.550802
1063	1.509783
1064	1.691779
1065	1.820284
1066	1.471516
1067	1.804035
1068	1.358291
1069	1.540163
1070	1.399718
1071	1.857334
1072	1.681387
1073	1.583711
1074	1.576103
1075	1.790839
1076	1.706935
1077	1.733644
1078	1.703060
1079	1.480269
1080	1.497418
1081	1.430268
1082	1.872743
1083	1.428653
1084	1.794135
1085	1.704838
1086	2.034901
1087	1.620991
1088	1.395965
1089	1.540542
1090	1.554215
1091	1.781005
1092	1.572030
1093	1.709593
1094	1.773639
1095	1.892520
1096	1.535367
1097	1.962214
1098	1.505403
1099	1.735435
1100	1.510043
1101	1.778338
1102	1.815112
1103	1.459596
1104	1.707082
1105	1.806448
1106	1.436621
1107	1.546836
1108	1.834785
1109	1.640052
1110	1.439155
1111	1.921672
1112	1.635305
1113	1.634562
1114	1.556618
1115	1.756210
1116	1.534852
1117	1.351716
1118	1.804711
1119	1.730590
1120	1.711923
1121	1.477234
1122	2.092999
1123	1.770324
1124	1.858266
1125	1.813143
1126	1.826917
1127	1.531375
1128	1.898652
1129	1.692003
1130	1.747161
1131	1.949650
1132	1.992979
1133	1.916850
1134	1.817730
1135	1.473130
1136	1.885307
1137	1.776402
1138	1.435577
1139	1.501828
1140	2.153378
1141	2.049867
1142	1.380340
1143	1.719200
1144	1.347920
1145	1.626812
1146	1.502761
1147	1.565293
1148	1.612945
1149	1.512460
1150	1.486325
1151	1.625808
1152	1.995009
1153	1.655975
1154	1.374390
1155	1.531098
1156	1.842773
1157	1.562697
1158	1.461466
1159	1.578334
1160	1.670278
1161	1.923978
1162	1.700364
1163	1.497574
1164	1.532111
1165	1.649019
1166	1.551328
1167	1.657970
1168	1.425815
1169	1.491717
1170	1.455443
1171	1.567203
1172	1.512073
1173	1.484112
1174	1.306354
1175	1.627446
1176	1.331062
1177	1.981488
1178	1.359241
1179	1.679489
1180	1.722781
1181	1.604635
1182	1.641058
1183	1.634350
1184	1.722766
1185	1.665538
1186	1.873659
1187	1.784669
1188	1.944587
1189	1.336752
1190	1.684415
1191	1.560849
1192	1.457047
1193	1.561523
1194	1.675897
1195	1.564927
1196	1.586652
1197	1.619985
1198	1.742268
1199	1.421263
1200	1.810589
1201	1.573403
1202	1.592396
1203	1.559886
1204	1.871506
1205	1.596754
1206	1.653136
1207	1.517254
1208	1.702789
1209	1.772393
1210	1.904168
1211	1.796495
1212	1.612322
1213	1.488058
1214	1.822396
1215	1.771072
1216	1.622626
1217	1.947719
1218	2.239046
1219	1.759171
1220	1.578894
1221	2.009886
1222	1.531090
1223	1.602918
1224	1.911827
1225	1.520313
1226	1.506644
1227	1.535947
1228	1.698436
1229	1.474815
1230	1.457575
1231	1.672321
1232	1.359922
1233	1.863310
1234	1.661611
1235	1.520005
1236	1.608426
1237	1.513852
1238	1.795674
1239	1.713058
1240	1.427772
1241	1.878999
1242	1.916122
1243	1.535021
1244	2.012764
1245	1.462486
1246	1.796533
1247	1.769674
1248	1.577744
1249	1.425593
1250	1.758488
1251	1.801371
1252	1.726081
1253	1.914925
1254	1.532220
1255	1.823904
1256	1.907405
1257	1.447727
1258	1.616706
1259	1.536497
1260	1.910305
1261	1.484326
1262	1.745850
1263	1.394447
1264	1.745697
1265	1.661496
1266	1.506151
1267	2.037661
1268	1.413388
1269	1.476537
1270	1.482565
1271	1.303595
1272	1.602019
1273	1.578707
1274	1.626270
1275	1.732583
1276	1.807412
1277	1.452658
1278	1.575597
1279	1.784739
1280	1.800323
1281	1.539173
1282	1.318313
1283	1.886683
1284	1.804331
1285	1.597700
1286	2.049618
1287	1.887881
1288	1.494263
1289	1.896804
1290	1.833386
1291	1.931431
1292	1.468754
1293	1.448743
1294	1.664810
1295	1.900850
1296	1.308315
1297	1.785422
1298	1.648039
1299	1.466552
1300	1.770479
1301	1.445806
1302	1.456217
1303	2.033573
1304	1.676028
1305	1.634458
1306	1.506255
1307	1.700266
1308	1.519812
1309	1.764856
1310	1.487235
1311	1.890888
1312	1.674806
1313	1.753142
1314	1.958859
1315	2.028919
1316	1.756503
1317	1.504943
1318	1.953816
1319	1.656357
1320	1.558507
1321	1.667212
1322	1.621510
1323	1.575791
1324	1.854413
1325	1.473150
1326	1.545628
1327	1.518198
1328	1.457323
1329	1.515009
1330	1.426607
1331	1.790611
1332	1.499148
1333	1.640878
1334	1.918756
1335	1.424888
1336	1.702650
1337	1.818514
1338	1.804835
1339	1.718950
1340	1.785055
1341	1.577546
1342	1.497841
1343	2.048178
1344	1.684587
1345	1.696519
1346	1.568143
1347	1.637159
1348	1.459390
1349	1.600396
1350	1.650936
1351	1.747223
1352	1.864390
1353	1.352363
1354	1.849941
1355	1.470039
1356	1.820747
1357	1.543188
1358	1.557801
1359	1.582147
1360	1.541310
1361	1.375330
1362	1.429916
1363	1.586444
1364	1.623725
1365	1.600395
1366	1.852020
1367	2.010075
1368	1.905881
1369	1.591241
1370	1.705347
1371	1.542305
1372	1.720235
1373	1.712816
1374	1.642725
1375	1.838058
1376	1.728350
1377	1.506552
1378	1.780201
1379	1.521510
1380	1.792980
1381	1.892624
1382	1.756549
1383	1.996706
1384	1.813140
1385	1.423864
1386	1.588978
1387	1.669244
1388	1.567366
1389	1.553841
1390	1.877623
1391	1.636403
1392	1.827063
1393	1.850936
1394	1.982122
1395	1.859490
1396	1.776219
1397	1.696127
1398	1.555483
1399	1.777166
1400	1.531653
1401	1.726741
1402	1.669000
1403	1.322740
1404	1.555607
1405	1.729245
1406	1.566488
1407	1.561972
1408	1.659759
1409	1.995604
1410	2.070061
1411	1.491917
1412	1.681863
1413	1.723720
1414	1.970623
1415	1.563387
1416	1.720519
1417	1.554473
1418	1.958029
1419	1.638909
1420	2.003093
1421	1.906120
1422	1.802548
1423	1.712264
1424	1.853974
1425	2.029806
1426	1.539341
1427	1.669778
1428	1.844447
1429	1.613153
1430	1.358747
1431	1.823074
1432	1.306685
1433	1.441732
1434	1.624090
1435	1.637483
1436	1.542716
1437	1.781887
1438	1.833034
1439	1.499497
1440	1.566094
1441	1.682125
1442	1.452495
1443	1.578746
1444	1.578921
1445	1.785063
1446	1.582313
1447	1.531781
1448	1.387663
1449	1.747435
1450	1.786772
1451	1.526381
1452	1.556278
1453	1.414765
1454	1.591689
1455	1.735621
1456	1.371922
1457	1.784035
1458	1.736500
1459	1.696507
1460	1.333272
1461	1.622403
1462	1.655841
1463	2.035567
1464	1.513605
1465	1.875606
1466	1.544535
1467	1.469610
1468	1.688450
1469	1.626155
1470	1.756688
1471	1.671355
1472	1.426707
1473	1.408176
1474	1.318311
1475	1.783167
1476	1.549867
1477	1.735292
1478	1.454771
1479	1.388600
1480	1.589181
1481	1.843317
1482	1.957541
1483	1.737646
1484	1.807281
1485	1.450901
1486	1.484421
1487	1.530084
1488	1.678038
1489	1.600379
1490	1.784790
1491	2.080733
1492	1.566720
1493	1.465749
1494	1.191459
1495	1.683634
1496	1.560866
1497	1.611583
1498	1.496410
1499	1.743160
1500	1.723936
1501	1.848904
1502	1.517336
1503	1.612663
1504	1.834675
1505	1.888122
1506	1.597389
1507	1.518366
1508	1.613749
1509	1.794793
1510	1.604224
1511	1.986205
1512	1.936750
1513	1.604245
1514	1.456429
1515	1.734503
1516	1.947000
1517	1.451073
1518	1.687051
1519	1.675055
1520	1.489906
1521	1.448518
1522	1.576706
1523	2.023339
1524	1.464280
1525	1.677516
1526	1.499682
1527	2.070165
1528	1.391824
1529	1.954920
1530	1.683652
1531	1.775315
1532	1.570557
1533	1.323037
1534	1.485026
1535	1.402461
1536	2.193565
1537	1.705013
1538	1.403074
1539	1.433967
1540	1.952273
1541	1.438507
1542	1.458154
1543	1.650459
1544	1.697284
1545	1.760237
1546	1.588966
1547	1.651814
1548	1.989219
1549	1.468875
1550	1.805994
1551	1.835081
1552	1.350576
1553	1.322718
1554	1.779657
1555	1.681922
1556	1.491294
1557	1.599743
1558	1.634450
1559	1.624126
1560	1.889266
1561	1.433778
1562	1.586095
1563	1.394265
1564	1.488332
1565	1.307534
1566	1.559888
1567	2.122013
1568	1.866357
1569	1.449105
1570	1.460223
1571	1.493363
1572	2.067396
1573	1.301327
1574	1.589407
1575	1.779520
1576	1.619027
1577	1.956415
1578	1.727516
1579	2.035686
1580	1.603282
1581	1.691067
1582	1.749964
1583	1.954401
1584	1.624165
1585	1.974503
1586	2.329984
1587	1.629800
1588	1.638277
1589	1.359000
1590	1.600239
1591	2.037973
1592	1.359225
1593	1.426805
1594	1.629545
1595	1.855868
1596	1.554813
1597	1.705095
1598	1.504839
1599	1.617551
1600	1.766698
1601	1.538358
1602	1.572814
1603	1.846868
1604	1.761725
1605	1.429828
1606	1.961759
1607	1.876110
1608	1.529863
1609	1.663338
1610	1.651640
1611	1.694994
1612	1.801894
1613	1.593624
1614	1.906323
1615	1.661717
1616	1.598143
1617	1.892710
1618	1.614990
1619	1.777080
1620	1.602491
1621	1.634126
1622	1.433792
1623	1.680859
1624	1.808428
1625	1.618255
1626	1.688893
1627	1.779391
1628	1.712387
1629	1.638981
1630	1.326018
1631	1.477742
1632	1.825386
1633	1.594796
1634	1.680967
1635	1.796167
1636	1.973559
1637	1.804294
1638	1.456733
1639	1.777714
1640	1.347727
1641	1.656717
1642	1.599224
1643	1.553470
1644	1.880677
1645	1.787013
1646	1.519414
1647	1.446252
1648	1.775453
1649	1.674188
1650	1.499394
1651	1.451730
1652	1.888494
1653	1.536150
1654	1.467906
1655	1.477074
1656	1.500714
1657	1.643922
1658	1.583738
1659	1.721512
1660	1.385674
1661	1.619954
1662	1.768129
1663	1.682449
1664	1.605521
1665	1.487890
1666	1.538263
1667	1.869342
1668	1.985539
1669	1.658355
1670	1.743455
1671	1.405511
1672	1.485030
1673	1.563854
1674	1.639615
1675	2.035914
1676	1.768806
1677	1.432292
1678	1.780384
1679	1.552785
1680	1.582553
1681	1.942117
1682	1.484149
1683	1.849531
1684	1.816054
1685	1.492723
1686	1.769941
1687	1.584579
1688	1.700763
1689	1.721213
1690	1.632375
1691	1.565059
1692	1.913906
1693	1.549728
1694	1.666739
1695	1.830302
1696	1.897761
1697	1.589703
1698	1.418934
1699	1.662019
1700	1.431168
1701	1.704227
1702	1.432259
1703	1.781074
1704	1.590323
1705	1.803401
1706	1.811731
1707	1.615911
1708	1.400478
1709	1.659887
1710	1.728905
1711	1.517614
1712	1.703765
1713	1.890737
1714	1.503478
1715	1.416334
1716	1.926034
1717	1.444727
1718	1.608677
1719	1.551931
1720	1.880445
1721	1.743468
1722	1.902052
1723	1.713773
1724	1.773145
1725	1.630896
1726	1.590639
1727	1.909391
1728	1.831933
1729	1.714848
1730	1.476392
1731	1.680395
1732	1.775925
1733	1.310846
1734	1.680464
1735	1.983620
1736	1.496956
1737	1.704643
1738	1.989806
1739	1.622925
1740	1.455989
1741	1.439597
1742	1.551520
1743	1.471612
1744	1.484307
1745	1.473114
1746	1.732002
1747	1.877501
1748	1.536365
1749	1.620989
1750	1.589896
1751	1.557612
1752	1.453082
1753	2.021733
1754	1.587137
1755	1.920154
1756	1.989018
1757	1.585884
1758	1.252604
1759	1.824714
1760	1.873058
1761	1.788481
1762	1.846852
1763	1.721830
1764	1.485232
1765	1.423346
1766	1.468516
1767	1.519279
1768	1.503059
1769	1.878278
1770	1.887621
1771	1.383266
1772	1.598873
1773	2.005642
1774	1.697496
1775	1.415265
1776	1.807203
1777	1.607208
1778	1.619602
1779	1.482871
1780	1.677169
1781	1.645780
1782	1.468659
1783	1.452159
1784	1.583087
1785	1.815166
1786	1.742052
1787	1.533977
1788	1.621529
1789	2.073827
1790	1.710618
1791	1.383448
1792	1.485044
1793	1.740766
1794	1.616654
1795	1.847551
1796	1.739129
1797	1.485975
1798	1.528287
1799	1.370427
1800	1.685350
1801	1.709372
1802	1.848284
1803	1.615594
1804	1.514141
1805	1.448213
1806	1.668849
1807	1.913490
1808	1.500784
1809	1.791109
1810	1.506477
1811	1.589745
1812	1.372965
1813	1.929558
1814	1.479903
1815	1.873808
1816	1.665514
1817	1.620152
1818	1.954759
1819	1.703800
1820	1.626061
1821	1.309689
1822	1.781766
1823	1.318868
1824	1.544727
1825	1.348646
1826	1.493309
1827	1.706229
1828	2.017878
1829	1.813473
1830	1.513576
1831	1.938582
1832	1.743095
1833	1.773287
1834	1.819003
1835	1.629897
1836	1.445787
1837	1.919693
1838	1.449544
1839	1.665767
1840	1.873165
1841	1.370250
1842	1.681115
1843	1.659754
1844	1.773000
1845	2.008169
1846	1.664014
1847	1.596896
1848	1.900030
1849	1.733014
1850	1.978678
1851	1.398240
1852	1.752900
1853	1.414837
1854	1.422259
1855	1.438046
1856	1.742706
1857	1.488745
1858	1.781394
1859	1.503431
1860	1.521500
1861	1.530065
1862	1.812093
1863	1.585185
1864	1.688981
1865	1.491707
1866	1.968896
1867	1.927074
1868	1.310617
1869	1.672077
1870	1.544283
